Name,Team,Salary
James White,NE,4500
Marion Grice,ARI,4500
Ryan Hewitt,CIN,4500
Frankie Hammond,KC,4500
MarQueis Gray,MIN,4500
Cody Latimer,DEN,4500
Justin Brown,PIT,4500
Jalen Saunders,ARI,4500
Ryan Lankford,IND,4500
Brian Tyms,NE,4500
Nathan Palmer,,4500
Chase Reynolds,STL,4500
Demetrius Harris,KC,4500
Stephen Hill,CAR,4500
TJ Graham,NYJ,4500
Henry Hynoski,NYG,4500
Shaun Draughn,SD,4500
Ryan Taylor,BAL,4500
David Ausberry,OAK,4500
DeMarco Sampson,,4500
DeVier Posey,HOU,4500
Nick Toon,NO,4500
Gerell Robinson,CLE,4500
Cole Beasley,DAL,4500
Saalim Hakim,NYJ,4500
LaRon Byrd,MIA,4500
James Hanna,DAL,4500
Greg Zuerlein,STL,4500
Keshawn Martin,HOU,4500
Rhett Ellison,MIN,4500
Adrien Robinson,NYG,4500
Solomon Patton,,4500
